Location ID,Date,Mean temperature (°C),Max. temperature (°C),Min. temperature (°C),Perceived mean temperature (°C),Perceived max. temperature (°C),Perceived min. temperature (°C),Max. wind speed (km/h),Max. wind gusts (km/h),Shortwave radiation sum (MJ/m2),Dominant wind direction (°),Reference evapotranspiration (mm),Daylight duration (s),Sunshine duration (s),Precipitation sum (mm),Snowfall sum (mm),Precipitation hours (h),Rain sum (mm)
1,2012-05-23,16.2,21.1,9.6,15.8,20.5,8.5,13.0,27.4,22.62,339,3.87,53311.96,49337.27,0.1,0.0,1.0,0.1
1,2012-05-24,20.3,26.2,14.4,21.0,28.7,13.6,13.9,36.7,24.0,9,4.53,53410.8,49514.77,0.0,0.0,0.0,0.0
1,2012-05-25,20.7,25.6,15.6,21.8,28.9,15.1,10.5,26.3,26.19,51,4.93,53506.93,49719.42,0.0,0.0,0.0,0.0
1,2012-05-26,18.1,22.5,12.9,19.0,24.1,12.9,10.7,25.2,21.86,41,3.78,53600.23,45010.27,2.7,0.0,4.0,2.7
1,2012-05-27,18.6,23.9,11.7,18.3,24.5,11.1,13.4,29.2,28.2,341,5.16,53690.57,49790.14,0.0,0.0,0.0,0.0
1,2012-05-28,16.2,18.2,13.3,16.3,18.0,13.3,9.8,23.0,15.15,244,2.54,53777.82,26045.39,2.9,0.0,5.0,2.9
1,2012-05-29,17.2,22.0,11.3,17.7,23.8,10.9,13.1,29.9,25.45,295,4.33,53861.84,47162.49,0.2,0.0,1.0,0.2
1,2012-05-30,19.3,24.7,13.8,20.6,27.2,14.3,15.9,31.3,27.62,275,4.88,53942.52,49882.77,0.7,0.0,1.0,0.7
1,2012-05-31,19.5,24.4,13.5,21.2,27.1,14.2,13.0,30.6,27.32,230,4.8,54019.73,49909.96,0.5,0.0,1.0,0.5
1,2012-06-01,19.7,23.5,16.3,21.0,25.0,17.4,13.4,30.2,23.82,180,4.19,54093.33,44702.07,0.0,0.0,0.0,0.0
1,2012-06-02,20.4,24.6,16.4,21.7,26.6,17.5,12.2,28.1,24.19,168,4.44,54163.19,48022.21,0.0,0.0,0.0,0.0
1,2012-06-03,20.5,25.7,14.9,20.6,26.1,15.5,13.9,32.0,28.55,164,5.58,54229.18,49980.2,0.0,0.0,0.0,0.0
1,2012-06-04,18.5,22.4,14.3,18.4,22.7,14.6,17.6,41.8,15.15,173,2.99,54291.27,23404.12,7.2,0.0,10.0,7.2
1,2012-06-05,18.7,24.4,11.9,19.5,25.9,11.4,13.7,27.7,26.14,317,4.65,54350.01,50017.16,0.0,0.0,0.0,0.0
1,2012-06-06,19.5,23.1,15.7,20.5,24.8,17.0,12.2,27.7,25.89,208,4.54,54405.42,50032.39,0.0,0.0,0.0,0.0
1,2012-06-07,19.8,25.0,13.6,20.8,27.1,14.0,10.7,25.9,28.39,201,5.15,54457.46,50045.49,0.0,0.0,0.0,0.0
1,2012-06-08,22.6,28.1,15.4,22.5,28.2,16.0,18.4,39.2,28.57,155,6.2,54506.09,50056.5,0.0,0.0,0.0,0.0
1,2012-06-09,22.4,26.2,18.1,22.4,26.7,17.6,24.2,46.8,24.07,166,5.16,54551.27,49194.88,0.0,0.0,0.0,0.0
1,2012-06-10,20.6,24.1,18.1,21.5,25.8,19.3,15.5,36.7,25.68,197,4.71,54592.93,41507.99,0.0,0.0,0.0,0.0
1,2012-06-11,21.0,23.9,18.2,21.5,23.7,19.1,18.6,39.6,19.04,182,3.75,54631.04,42871.84,1.5,0.0,8.0,1.5
1,2012-06-12,20.8,24.0,17.1,20.6,24.1,18.1,21.6,54.4,21.15,188,4.15,54665.57,48206.12,0.5,0.0,3.0,0.5
1,2012-06-13,19.2,22.6,14.4,19.6,23.1,14.6,13.8,33.8,24.76,192,4.42,54696.45,50081.72,0.0,0.0,0.0,0.0
1,2012-06-14,19.5,24.9,13.0,20.0,26.6,12.9,12.6,30.6,28.45,240,5.24,54723.66,50107.13,0.0,0.0,0.0,0.0
1,2012-06-15,21.5,27.8,13.4,22.4,30.3,13.4,11.0,29.5,29.25,294,5.65,54747.16,50102.52,0.0,0.0,0.0,0.0
1,2012-06-16,24.1,30.7,15.4,25.2,33.4,15.9,12.9,33.8,29.19,295,6.04,54766.9,50096.25,0.0,0.0,0.0,0.0
1,2012-06-17,25.6,32.4,17.0,27.1,35.5,17.8,12.0,32.8,28.94,257,6.19,54782.86,50088.39,0.0,0.0,0.0,0.0
1,2012-06-18,26.7,33.1,18.7,27.9,35.3,20.1,14.4,31.0,29.03,274,6.48,54794.99,50165.09,0.0,0.0,0.0,0.0
1,2012-06-19,26.6,32.5,18.0,27.3,34.4,18.6,13.0,32.0,28.89,266,6.38,54803.28,49209.08,0.0,0.0,0.0,0.0
1,2012-06-20,26.7,33.8,18.7,27.6,35.6,19.6,11.4,33.1,28.75,240,6.33,54807.68,50056.08,0.0,0.0,0.0,0.0
1,2012-06-21,25.4,30.9,19.4,26.4,31.4,19.9,17.3,37.1,28.86,189,6.53,54808.17,50042.67,0.0,0.0,0.0,0.0
1,2012-06-22,26.4,32.9,19.1,28.4,35.4,21.0,15.6,33.5,28.81,313,6.56,54804.72,50117.49,0.0,0.0,0.0,0.0
1,2012-06-23,26.8,33.5,18.8,27.5,34.2,20.5,15.2,34.9,29.64,305,6.85,54797.32,50192.16,0.0,0.0,0.0,0.0
1,2012-06-24,26.2,33.0,17.6,26.0,33.3,17.0,15.2,36.7,29.51,293,6.89,54785.9,50176.02,0.0,0.0,0.0,0.0
1,2012-06-25,24.7,30.0,17.4,25.8,32.3,17.7,16.0,34.9,28.68,196,6.08,54770.34,50067.43,0.0,0.0,0.0,0.0
1,2012-06-26,25.5,31.5,18.9,27.8,34.6,20.4,14.2,34.6,27.46,259,5.84,54750.68,49947.79,0.0,0.0,0.0,0.0
1,2012-06-27,26.3,30.7,20.8,29.3,33.9,23.7,9.2,26.3,23.09,196,5.02,54726.96,49925.78,0.4,0.0,1.0,0.4
1,2012-06-28,27.0,31.8,20.6,29.6,34.6,23.7,10.6,28.8,26.21,228,5.76,54699.29,49910.47,0.0,0.0,0.0,0.0
1,2012-06-29,26.6,31.8,21.5,29.4,35.0,24.4,13.0,32.0,28.52,223,6.08,54667.7,49975.45,0.0,0.0,0.0,0.0
1,2012-06-30,27.2,33.6,20.6,29.8,36.0,23.5,11.7,29.5,28.66,254,6.3,54632.3,49948.18,0.0,0.0,0.0,0.0
1,2012-07-01,28.4,35.2,20.2,30.0,36.2,22.1,13.7,30.2,28.14,266,6.6,54593.15,49919.37,0.0,0.0,0.0,0.0
1,2012-07-02,27.4,33.8,21.1,29.3,35.2,22.4,17.5,38.9,28.63,211,6.55,54550.32,49889.11,0.0,0.0,0.0,0.0
1,2012-07-03,25.5,30.1,21.5,27.5,32.1,24.5,13.6,33.5,28.56,223,6.05,54503.91,49857.45,0.0,0.0,0.0,0.0
1,2012-07-04,24.9,29.5,20.4,27.1,32.3,22.9,15.4,32.0,27.52,233,5.71,54453.96,49398.04,0.0,0.0,0.0,0.0
1,2012-07-05,25.4,30.2,20.9,27.9,33.7,23.3,12.8,30.6,26.97,238,5.6,54400.59,49703.54,0.0,0.0,0.0,0.0
1,2012-07-06,24.9,29.6,20.0,27.3,31.9,22.8,15.8,33.8,25.63,215,5.33,54343.86,49669.27,0.0,0.0,0.0,0.0
1,2012-07-07,26.0,31.3,19.7,28.5,34.0,22.3,14.8,33.5,28.18,263,6.04,54283.84,49718.68,0.0,0.0,0.0,0.0
1,2012-07-08,26.5,32.8,18.8,28.2,34.5,20.4,14.2,33.5,28.83,224,6.3,54220.64,49681.28,0.0,0.0,0.0,0.0
1,2012-07-09,26.6,32.0,18.9,28.2,33.4,20.3,14.0,35.3,28.36,215,6.35,54154.32,49642.94,0.0,0.0,0.0,0.0
1,2012-07-10,26.8,32.5,19.9,29.5,35.6,22.1,12.0,28.4,28.31,216,6.16,54084.96,49523.47,0.0,0.0,0.0,0.0
1,2012-07-11,26.1,31.4,21.1,29.2,35.0,24.2,14.2,34.9,27.99,195,5.97,54012.66,49485.17,0.0,0.0,0.0,0.0
1,2012-07-12,25.9,30.5,20.9,28.9,33.0,24.1,12.8,31.7,25.15,194,5.38,53937.49,49178.95,0.7,0.0,1.0,0.7
1,2012-07-13,25.1,29.5,19.9,27.0,31.0,22.5,15.5,35.6,28.13,199,5.96,53859.54,49375.57,0.0,0.0,0.0,0.0
1,2012-07-14,26.3,31.6,19.9,28.4,33.5,22.1,15.8,34.2,27.81,179,6.27,53778.74,49333.27,0.0,0.0,0.0,0.0
1,2012-07-15,26.4,30.6,22.2,28.1,32.7,23.6,17.8,39.2,26.18,205,5.94,53694.38,49289.9,0.0,0.0,0.0,0.0
1,2012-07-16,26.2,32.2,18.5,25.7,32.0,18.6,19.2,37.8,28.65,327,7.31,53606.44,49245.22,0.0,0.0,0.0,0.0
1,2012-07-17,26.4,31.4,20.4,26.7,32.8,20.4,16.6,37.1,26.86,322,6.52,53515.09,49199.31,0.0,0.0,0.0,0.0
1,2012-07-18,26.5,32.4,20.6,26.7,33.8,20.0,18.0,41.0,28.21,258,6.61,53420.46,49152.26,0.0,0.0,0.0,0.0
1,2012-07-19,27.0,33.4,19.6,27.6,34.2,20.8,16.0,36.7,28.4,259,6.58,53322.72,49104.15,0.0,0.0,0.0,0.0
1,2012-07-20,26.1,31.9,19.8,26.8,32.5,19.9,15.3,35.3,28.59,195,6.49,53222.0,49055.04,0.0,0.0,0.0,0.0
1,2012-07-21,25.2,30.7,18.4,26.7,32.3,19.3,18.7,39.2,27.69,185,6.09,53118.45,49005.04,0.0,0.0,0.0,0.0
1,2012-07-22,24.6,28.5,20.9,26.0,29.8,22.2,19.5,40.7,25.56,168,5.39,53012.21,48560.39,0.8,0.0,2.0,0.8
1,2012-07-23,21.6,27.0,18.1,22.8,27.5,19.1,15.7,43.9,13.75,20,3.02,52903.42,19947.52,13.5,0.0,14.0,13.5
1,2012-07-24,21.2,23.3,18.3,23.3,25.7,19.7,8.0,24.8,11.95,16,2.37,52792.23,9414.54,1.8,0.0,8.0,1.8
1,2012-07-25,23.2,27.4,18.1,25.8,31.3,20.1,13.2,30.2,23.62,226,4.59,52678.75,47833.16,0.9,0.0,2.0,0.9
1,2012-07-26,25.1,30.2,20.0,27.4,32.2,22.9,15.5,33.1,26.25,294,5.58,52563.14,48092.34,0.0,0.0,0.0,0.0
1,2012-07-27,26.6,33.7,19.3,28.2,35.8,21.0,17.2,33.5,27.13,320,6.32,52445.52,48210.64,0.0,0.0,0.0,0.0
1,2012-07-28,27.2,33.6,20.8,28.7,35.9,22.6,17.5,38.9,27.02,181,6.17,52326.03,48194.8,0.0,0.0,0.0,0.0
1,2012-07-29,26.4,30.5,21.9,28.8,33.4,23.0,17.9,39.2,26.1,185,5.81,52204.79,48052.02,0.0,0.0,0.0,0.0
1,2012-07-30,27.6,33.6,20.4,29.7,35.2,23.6,14.8,35.3,26.96,314,6.42,52081.92,47913.26,0.0,0.0,0.0,0.0
1,2012-07-31,27.3,33.6,20.4,27.9,33.9,20.9,19.2,39.6,27.2,306,6.81,51957.56,47883.08,0.0,0.0,0.0,0.0
1,2012-08-01,27.2,33.2,20.6,29.1,35.8,22.1,14.0,33.8,25.91,211,5.92,51831.82,47569.7,0.0,0.0,0.0,0.0
1,2012-08-02,27.3,32.3,21.5,29.9,35.2,24.1,13.5,31.7,25.43,215,5.69,51704.82,47496.18,0.0,0.0,0.0,0.0
1,2012-08-03,26.6,32.4,20.1,28.8,34.2,22.5,14.0,33.5,26.56,201,5.92,51576.48,47307.43,0.0,0.0,0.0,0.0
1,2012-08-04,26.6,33.0,19.2,28.1,34.2,21.0,14.7,34.2,26.59,175,6.19,51445.78,47231.57,0.0,0.0,0.0,0.0
1,2012-08-05,27.5,32.5,22.2,28.2,33.7,22.1,19.8,45.0,26.09,161,6.85,51312.68,46938.39,0.0,0.0,0.0,0.0
1,2012-08-06,29.4,35.5,22.8,30.3,35.9,22.7,15.6,34.6,26.0,176,6.47,51177.33,46758.69,0.0,0.0,0.0,0.0
1,2012-08-07,29.8,36.8,22.6,31.1,38.2,24.4,16.5,38.2,25.68,275,6.45,51039.89,46683.78,0.0,0.0,0.0,0.0
1,2012-08-08,27.8,34.8,20.4,28.2,34.5,21.0,16.4,36.0,26.91,299,6.44,50900.48,46704.43,0.0,0.0,0.0,0.0
1,2012-08-09,27.5,34.1,19.0,29.0,35.5,19.9,17.0,34.9,26.38,272,6.07,50759.27,46526.77,0.0,0.0,0.0,0.0
1,2012-08-10,27.2,33.1,20.5,29.4,35.9,22.1,13.2,33.1,23.95,326,5.31,50616.39,46353.45,3.5,0.0,4.0,3.5
1,2012-08-11,26.8,32.2,21.1,26.6,33.4,20.5,14.8,35.6,25.02,353,6.42,50471.98,46184.86,0.0,0.0,0.0,0.0
1,2012-08-12,25.7,30.4,20.3,27.1,32.5,20.8,15.3,37.1,23.12,175,5.31,50326.17,45720.04,0.3,0.0,3.0,0.3
1,2012-08-13,25.9,29.7,21.5,28.0,31.3,23.5,14.9,34.9,18.72,146,4.38,50179.1,41886.8,0.4,0.0,1.0,0.4
1,2012-08-14,26.1,30.6,20.8,29.0,33.6,23.1,12.5,26.3,21.69,249,4.71,50030.89,45147.98,0.0,0.0,0.0,0.0
1,2012-08-15,26.3,31.7,20.8,29.3,34.5,24.0,14.8,34.2,24.97,257,5.37,49881.66,45684.38,0.0,0.0,0.0,0.0
1,2012-08-16,26.0,30.9,20.1,29.2,34.0,22.9,14.0,33.1,23.37,234,4.95,49731.56,45600.59,0.3,0.0,1.0,0.3
1,2012-08-17,27.4,33.5,20.8,30.1,36.3,24.0,18.4,35.6,22.62,276,5.29,49580.69,45508.79,0.0,0.0,0.0,0.0
1,2012-08-18,28.3,34.6,22.3,30.8,37.8,24.2,16.5,34.6,24.09,213,5.65,49429.17,45430.48,0.0,0.0,0.0,0.0
1,2012-08-19,27.8,34.2,21.1,29.5,36.0,22.7,16.3,35.6,24.44,199,5.79,49277.12,45344.33,0.0,0.0,0.0,0.0
1,2012-08-20,27.8,33.9,21.0,30.0,36.1,22.7,14.7,33.8,24.41,215,5.58,49124.66,45257.54,0.0,0.0,0.0,0.0
1,2012-08-21,28.0,34.4,21.4,31.3,37.4,24.5,15.6,33.8,22.73,249,5.27,48971.89,44451.11,0.2,0.0,1.0,0.2
1,2012-08-22,28.7,34.7,23.4,32.4,37.4,28.2,14.1,32.4,23.09,258,5.43,48818.92,44690.68,0.0,0.0,0.0,0.0
1,2012-08-23,28.5,35.3,22.4,31.3,36.6,26.1,15.7,36.4,23.35,263,5.57,48665.67,44540.27,0.0,0.0,0.0,0.0
1,2012-08-24,27.6,33.2,23.1,31.0,35.6,27.0,13.8,32.4,23.43,211,5.28,48511.04,44514.96,0.0,0.0,0.0,0.0
1,2012-08-25,26.6,31.9,20.6,29.1,33.6,23.3,13.9,33.5,23.75,182,5.4,48354.96,44254.01,0.0,0.0,0.0,0.0
1,2012-08-26,25.2,28.5,22.4,28.6,32.4,25.3,15.4,33.8,16.14,150,3.3,48197.55,41918.44,6.9,0.0,5.0,6.9
1,2012-08-27,26.4,32.4,21.0,26.5,32.1,21.6,13.7,28.8,23.79,356,6.05,48038.94,43989.68,0.0,0.0,0.0,0.0
1,2012-08-28,24.7,29.4,19.5,26.2,31.5,19.9,12.2,30.6,23.06,230,4.94,47879.23,43764.41,0.0,0.0,0.0,0.0
1,2012-08-29,25.6,32.0,19.1,27.3,32.8,21.4,15.1,33.1,22.99,288,5.2,47718.56,43551.03,0.0,0.0,0.0,0.0
1,2012-08-30,25.5,30.9,19.9,27.9,33.5,21.7,13.8,32.8,22.15,214,4.78,47557.02,43394.18,0.0,0.0,0.0,0.0
1,2012-08-31,24.1,27.8,20.3,24.9,28.6,21.1,21.8,48.6,18.0,189,4.36,47394.74,43245.96,1.9,0.0,4.0,1.9
1,2012-09-01,21.6,23.9,18.3,20.9,22.0,18.6,18.6,38.5,13.74,190,3.67,47231.82,31489.38,0.0,0.0,0.0,0.0
1,2012-09-02,20.3,24.4,17.1,20.5,23.4,16.7,14.7,32.0,11.47,24,2.74,47068.37,22741.51,2.7,0.0,6.0,2.7
1,2012-09-03,20.4,23.4,18.1,21.8,24.3,20.0,15.2,32.8,16.34,150,3.05,46904.49,37069.65,11.9,0.0,11.0,11.9
1,2012-09-04,20.2,23.2,18.0,21.1,22.9,19.0,19.0,49.0,8.5,108,1.98,46740.3,17849.12,4.1,0.0,14.0,4.1
1,2012-09-05,20.4,23.6,18.0,22.1,25.2,19.3,13.2,30.2,13.45,120,2.5,46575.88,34095.57,9.4,0.0,9.0,9.4
1,2012-09-06,22.5,27.0,18.2,23.9,28.2,19.9,13.0,28.1,18.8,343,3.89,46411.35,42718.12,0.1,0.0,1.0,0.1
1,2012-09-07,23.1,28.1,18.7,25.1,30.5,19.8,16.4,31.3,19.94,283,4.02,46246.8,42658.07,0.0,0.0,0.0,0.0
1,2012-09-08,23.0,28.1,17.4,25.1,29.8,19.0,13.9,25.9,21.41,273,4.29,46082.34,42597.92,0.0,0.0,0.0,0.0
1,2012-09-09,23.3,27.1,20.1,26.0,29.7,22.7,11.8,24.5,18.95,227,3.75,45918.05,41040.16,0.0,0.0,0.0,0.0
1,2012-09-10,23.1,27.1,19.8,25.9,29.3,23.0,12.2,30.2,19.38,264,3.75,45754.04,39921.16,0.2,0.0,1.0,0.2
1,2012-09-11,23.0,27.7,18.9,25.2,29.1,21.4,13.8,28.4,18.82,276,3.83,45590.4,42352.18,0.0,0.0,0.0,0.0
1,2012-09-12,22.2,26.6,18.4,23.8,27.6,20.1,18.5,44.3,18.08,181,3.6,45427.04,41733.2,14.3,0.0,8.0,14.3
1,2012-09-13,18.8,20.8,16.0,19.0,21.9,14.2,19.1,42.5,12.18,299,2.46,45262.83,35732.77,22.3,0.0,14.0,22.3
1,2012-09-14,16.6,19.2,14.8,15.1,18.2,12.6,21.6,45.4,8.62,2,1.87,45097.7,17494.86,10.3,0.0,12.0,10.3
1,2012-09-15,20.0,25.8,14.8,20.5,26.5,14.4,12.2,24.8,17.96,19,3.45,44931.76,41699.59,0.0,0.0,0.0,0.0
1,2012-09-16,19.8,23.7,15.5,20.8,25.5,15.3,9.5,19.1,15.58,24,2.87,44765.1,41533.84,0.0,0.0,0.0,0.0
1,2012-09-17,19.8,24.3,14.6,20.9,25.7,15.1,9.6,17.6,19.55,344,3.52,44597.83,41367.25,0.0,0.0,0.0,0.0
1,2012-09-18,20.7,24.5,17.1,22.3,26.4,18.3,11.7,25.2,17.37,249,3.2,44430.06,41199.91,0.0,0.0,0.0,0.0
1,2012-09-19,19.6,22.5,16.8,20.9,23.2,18.1,13.3,31.7,9.98,155,2.01,44261.89,28678.2,6.8,0.0,11.0,6.8
1,2012-09-20,20.2,25.4,15.5,20.1,24.7,15.4,15.5,33.1,19.63,10,3.97,44093.41,40722.03,0.0,0.0,0.0,0.0
1,2012-09-21,19.0,23.0,15.4,19.5,23.5,15.6,7.7,19.4,15.46,144,2.81,43924.75,39267.74,0.0,0.0,0.0,0.0
1,2012-09-22,19.8,24.1,14.8,20.5,24.4,15.1,13.0,28.8,14.61,148,2.82,43755.98,40151.95,0.0,0.0,0.0,0.0
1,2012-09-23,22.2,26.4,18.1,23.3,27.7,18.8,16.7,35.3,15.91,144,3.32,43587.21,40210.94,0.0,0.0,0.0,0.0
1,2012-09-24,22.8,27.6,19.4,23.9,28.5,19.9,27.0,50.4,15.85,157,3.38,43418.55,40185.85,0.0,0.0,0.0,0.0
1,2012-09-25,20.8,24.4,17.4,21.5,24.0,18.6,17.6,33.8,14.94,164,3.04,43250.09,36026.19,10.7,0.0,7.0,10.7
1,2012-09-26,22.2,24.9,18.9,22.5,24.7,20.2,23.7,45.0,8.42,141,2.59,43081.93,24127.86,1.7,0.0,4.0,1.7
1,2012-09-27,23.5,27.0,21.0,25.8,29.0,22.5,16.3,31.0,14.63,169,2.96,42914.19,36429.87,1.8,0.0,5.0,1.8
1,2012-09-28,23.2,27.8,18.4,24.6,28.7,20.2,15.4,27.7,11.62,130,2.84,42746.94,35037.64,0.0,0.0,0.0,0.0
1,2012-09-29,24.6,29.5,20.5,23.7,27.7,19.2,20.8,42.5,14.34,141,4.65,42580.31,37190.01,0.0,0.0,0.0,0.0
1,2012-09-30,21.7,25.8,18.4,23.4,26.9,20.2,19.5,35.3,10.68,138,2.27,42414.39,24857.11,10.2,0.0,7.0,10.2
1,2012-10-01,20.4,25.1,16.0,22.1,27.0,17.3,9.2,27.4,13.7,266,2.56,42249.27,36815.5,3.2,0.0,6.0,3.2
1,2012-10-02,19.6,22.9,16.7,20.9,23.1,18.1,14.7,26.6,13.59,292,2.49,42084.87,36155.65,1.1,0.0,3.0,1.1
1,2012-10-03,19.2,22.9,15.3,20.5,23.6,16.2,10.2,19.1,13.62,201,2.44,41919.98,36311.55,0.0,0.0,0.0,0.0
1,2012-10-04,19.0,22.4,15.3,20.1,22.9,16.1,9.6,23.8,14.22,241,2.52,41754.52,36821.63,0.0,0.0,0.0,0.0
1,2012-10-05,19.0,23.4,15.0,20.1,24.2,15.9,9.0,19.8,16.02,298,2.81,41588.59,36808.32,0.0,0.0,0.0,0.0
1,2012-10-06,18.8,24.4,13.1,19.8,25.5,13.2,9.4,20.5,16.3,221,2.9,41422.3,36807.54,0.0,0.0,0.0,0.0
1,2012-10-07,18.9,22.6,14.5,20.1,23.5,15.0,11.9,28.1,7.88,156,1.62,41255.78,16647.87,0.9,0.0,5.0,0.9
1,2012-10-08,20.0,24.0,15.4,21.7,24.9,16.2,9.5,20.9,12.94,138,2.35,41089.13,36000.0,0.0,0.0,0.0,0.0
1,2012-10-09,19.2,22.5,16.3,20.7,24.2,17.5,14.0,33.8,8.95,155,1.69,40922.47,33242.29,0.8,0.0,4.0,0.8
1,2012-10-10,18.9,23.1,14.2,20.3,24.2,14.7,7.1,20.2,12.64,64,2.23,40755.92,36012.11,0.7,0.0,2.0,0.7
1,2012-10-11,18.8,23.2,14.1,20.0,24.1,14.7,10.4,23.8,12.33,185,2.28,40589.59,28896.69,1.5,0.0,9.0,1.5
1,2012-10-12,18.0,19.6,15.9,19.3,21.7,17.2,15.9,30.6,3.43,165,0.68,40423.61,3071.49,20.1,0.0,18.0,20.1
1,2012-10-13,18.0,21.7,15.4,19.2,22.9,16.3,11.9,27.0,10.83,133,1.8,40258.09,33588.02,9.0,0.0,7.0,9.0
1,2012-10-14,17.6,20.5,14.5,17.9,20.0,14.6,14.9,31.0,11.07,166,1.92,40093.15,36000.0,0.5,0.0,4.0,0.5
1,2012-10-15,17.4,19.9,15.7,17.6,19.5,15.3,21.3,46.1,6.15,175,1.16,39928.93,15388.25,32.4,0.0,18.0,32.4
1,2012-10-16,16.0,18.8,12.8,15.1,17.6,11.4,11.9,22.7,9.69,197,1.89,39765.54,35923.77,0.1,0.0,1.0,0.1
1,2012-10-17,16.6,20.8,12.3,16.5,20.5,11.5,7.3,17.3,12.54,113,2.12,39603.12,35826.7,0.0,0.0,0.0,0.0
1,2012-10-18,16.3,21.7,11.1,16.3,21.8,10.3,6.6,15.1,14.28,62,2.36,39441.79,35730.86,0.0,0.0,0.0,0.0
1,2012-10-19,17.0,23.8,10.9,16.9,24.0,9.6,7.9,15.8,14.21,53,2.44,39281.68,35636.37,0.0,0.0,0.0,0.0
1,2012-10-20,18.5,25.2,12.4,19.1,26.1,11.5,8.4,15.5,13.75,72,2.44,39122.94,35543.36,0.0,0.0,0.0,0.0
1,2012-10-21,19.4,25.9,13.6,20.4,27.0,13.2,6.7,12.2,13.33,64,2.38,38965.69,35451.95,0.0,0.0,0.0,0.0
1,2012-10-22,19.5,24.3,14.0,21.1,25.9,13.9,7.0,14.4,12.84,207,2.28,38809.84,35361.93,0.0,0.0,0.0,0.0
1,2012-10-23,19.0,22.6,15.3,20.9,24.4,16.0,9.4,18.7,10.94,118,1.89,38654.09,35272.32,0.8,0.0,2.0,0.8
1,2012-10-24,17.4,22.0,13.5,18.0,22.4,13.5,9.2,26.3,11.05,114,1.96,38498.31,35114.2,0.0,0.0,0.0,0.0
1,2012-10-25,17.0,22.0,12.4,17.2,21.9,11.7,7.3,17.6,12.2,80,2.09,38342.64,34949.66,0.0,0.0,0.0,0.0
1,2012-10-26,17.1,20.4,14.0,16.6,19.4,13.8,20.9,52.6,7.18,146,1.5,38187.24,27296.48,22.1,0.0,10.0,22.1
1,2012-10-27,17.5,19.5,15.7,17.1,18.4,14.7,26.0,51.1,6.93,200,1.28,38032.23,18000.0,36.3,0.0,24.0,36.3
1,2012-10-28,12.7,16.0,10.0,9.5,14.3,7.2,24.5,49.7,8.24,214,1.97,37877.76,32267.0,4.1,0.0,10.0,4.1
1,2012-10-29,9.7,12.4,7.3,7.6,10.7,4.5,13.6,31.3,8.79,356,1.37,37723.97,33448.54,6.3,0.0,8.0,6.3
1,2012-10-30,10.5,14.2,5.2,8.1,11.8,2.6,10.3,16.6,10.32,91,1.7,37571.01,31868.21,0.0,0.0,0.0,0.0
1,2012-10-31,13.6,17.0,11.4,11.3,15.6,9.1,24.0,55.1,2.82,118,0.92,37419.04,0.0,37.0,0.0,21.0,37.0
1,2012-11-01,15.6,17.4,14.1,14.4,15.2,12.7,24.1,54.4,7.27,209,1.42,37268.2,28053.48,10.8,0.0,12.0,10.8
1,2012-11-02,15.1,18.2,12.5,14.8,17.4,12.0,9.0,22.7,8.37,178,1.41,37118.65,32231.56,1.2,0.0,7.0,1.2
1,2012-11-03,15.0,17.9,11.6,14.1,16.8,10.7,12.2,22.0,7.78,144,1.48,36970.57,22149.17,0.0,0.0,0.0,0.0
1,2012-11-04,17.0,19.0,15.0,16.2,18.9,13.3,19.8,42.5,2.7,141,0.83,36824.09,1648.46,8.7,0.0,14.0,8.7
1,2012-11-05,17.9,20.9,13.0,17.6,20.9,12.9,22.8,44.3,4.0,202,1.01,36679.41,14226.87,1.3,0.0,5.0,1.3
1,2012-11-06,14.0,17.0,9.9,13.4,15.8,8.5,10.6,26.3,7.78,148,1.25,36536.68,30722.29,0.0,0.0,0.0,0.0
1,2012-11-07,12.6,16.5,9.1,10.5,13.5,6.6,15.5,32.0,10.99,3,1.92,36396.08,32869.93,0.1,0.0,1.0,0.1
1,2012-11-08,11.9,16.8,7.0,10.4,15.7,4.5,8.4,16.9,10.9,76,1.58,36257.78,32514.19,0.0,0.0,0.0,0.0
1,2012-11-09,11.6,16.0,7.3,10.4,14.9,5.8,5.1,14.8,8.92,29,1.3,36121.98,32293.62,0.0,0.0,0.0,0.0
1,2012-11-10,14.1,18.4,8.7,12.5,16.7,7.3,20.1,37.1,10.07,133,1.97,35988.84,31854.92,0.0,0.0,0.0,0.0
1,2012-11-11,17.6,18.8,16.7,16.2,17.9,14.1,26.7,60.5,3.03,137,1.32,35858.32,5298.83,62.1,0.0,15.0,62.1
1,2012-11-12,17.9,20.5,15.9,18.3,21.9,15.8,13.2,35.3,5.66,95,1.13,35729.08,16750.29,12.2,0.0,10.0,12.2
1,2012-11-13,17.0,22.8,12.6,17.4,23.8,12.2,8.2,19.4,8.45,37,1.46,35601.04,29605.42,0.0,0.0,0.0,0.0
1,2012-11-14,15.8,20.4,13.1,15.6,20.6,12.6,8.7,19.8,9.35,26,1.49,35474.32,30612.47,0.0,0.0,0.0,0.0
1,2012-11-15,14.0,17.2,11.7,13.3,16.9,10.5,7.9,16.6,7.74,39,1.19,35349.11,29866.33,0.0,0.0,0.0,0.0
1,2012-11-16,12.7,17.3,9.7,11.5,16.3,7.7,8.9,16.6,9.41,40,1.37,35225.53,31093.38,0.0,0.0,0.0,0.0
1,2012-11-17,12.5,16.9,7.6,11.6,16.5,5.5,8.9,16.6,8.13,43,1.18,35103.76,30451.35,0.1,0.0,1.0,0.1
