Location ID,Date,Mean temperature (°C),Max. temperature (°C),Min. temperature (°C),Perceived mean temperature (°C),Perceived max. temperature (°C),Perceived min. temperature (°C),Max. wind speed (km/h),Max. wind gusts (km/h),Shortwave radiation sum (MJ/m2),Dominant wind direction (°),Reference evapotranspiration (mm),Daylight duration (s),Sunshine duration (s),Precipitation sum (mm),Snowfall sum (mm),Precipitation hours (h),Rain sum (mm)
1,2010-08-31,22.1,27.7,16.5,20.0,25.0,15.3,16.5,39.6,23.53,1,5.84,47472.02,43451.95,0.0,0.0,0.0,0.0
1,2010-09-01,21.2,26.6,14.8,20.5,26.1,13.7,12.1,29.2,21.87,208,4.67,47311.9,43216.59,0.0,0.0,0.0,0.0
1,2010-09-02,21.2,26.9,14.5,21.2,26.9,14.7,12.5,29.9,21.72,165,4.43,47151.92,43079.53,0.0,0.0,0.0,0.0
1,2010-09-03,22.3,28.1,15.9,22.6,28.4,15.9,13.5,33.5,17.08,322,3.84,46991.98,39988.45,0.0,0.0,0.0,0.0
1,2010-09-04,22.7,27.8,16.8,24.1,28.7,17.4,12.6,28.4,20.28,267,4.15,46830.99,42867.91,0.0,0.0,0.0,0.0
1,2010-09-05,23.3,28.1,18.2,24.8,28.6,20.2,14.5,32.8,19.96,227,4.17,46668.86,42808.29,0.0,0.0,0.0,0.0
1,2010-09-06,22.3,26.5,17.3,23.8,27.6,18.6,13.0,30.2,17.11,169,3.53,46505.71,40874.15,1.1,0.0,6.0,1.1
1,2010-09-07,23.4,27.5,18.7,23.4,27.4,19.9,18.0,39.2,18.8,153,4.73,46341.64,41035.85,1.9,0.0,3.0,1.9
1,2010-09-08,22.2,24.9,20.5,23.2,26.7,19.7,24.3,51.5,10.05,169,2.4,46176.77,17903.76,32.5,0.0,19.0,32.5
1,2010-09-09,20.9,23.6,18.1,21.9,23.4,19.0,15.0,29.5,15.02,172,2.94,46011.19,39422.94,0.0,0.0,0.0,0.0
1,2010-09-10,19.9,24.8,16.0,19.4,24.9,16.1,19.9,40.3,17.96,1,3.95,45845.03,36764.35,1.1,0.0,2.0,1.1
1,2010-09-11,21.6,27.4,17.2,20.3,26.2,15.3,18.0,36.7,17.51,1,4.61,45678.38,42438.28,0.0,0.0,0.0,0.0
1,2010-09-12,21.2,26.7,16.4,21.4,27.5,16.4,11.2,20.2,19.57,4,4.07,45511.34,42273.38,0.0,0.0,0.0,0.0
1,2010-09-13,20.6,25.7,15.5,21.7,26.9,16.1,9.7,22.0,19.61,162,3.72,45344.01,42107.96,0.1,0.0,1.0,0.1
1,2010-09-14,21.4,26.7,16.8,22.5,27.8,17.7,10.5,25.2,17.43,15,3.45,45176.5,40431.49,0.3,0.0,2.0,0.3
1,2010-09-15,20.7,25.0,16.1,21.6,26.1,16.4,12.5,28.1,16.63,166,3.27,45008.91,41775.95,0.0,0.0,0.0,0.0
1,2010-09-16,20.9,24.5,16.6,21.9,24.5,17.9,14.7,28.8,14.42,172,2.95,44841.33,38309.04,0.0,0.0,0.0,0.0
1,2010-09-17,22.0,25.6,18.6,22.6,25.0,20.1,20.7,42.1,15.24,161,3.39,44673.87,36468.15,0.0,0.0,0.0,0.0
1,2010-09-18,23.1,25.5,21.3,23.7,25.9,22.1,25.0,46.4,10.92,154,2.87,44506.61,28787.18,0.7,0.0,4.0,0.7
1,2010-09-19,20.7,22.8,17.6,22.2,25.0,18.2,20.9,44.6,10.2,237,2.0,44339.67,29836.44,8.1,0.0,15.0,8.1
1,2010-09-20,20.1,24.2,15.4,21.1,25.8,15.5,9.4,19.8,17.06,2,3.1,44173.13,40943.66,0.0,0.0,0.0,0.0
1,2010-09-21,20.3,24.0,16.0,22.0,26.0,17.2,8.7,21.6,14.72,337,2.75,44007.1,36322.27,1.0,0.0,3.0,1.0
1,2010-09-22,21.0,25.1,17.9,22.2,25.5,19.3,8.6,17.3,14.95,306,2.91,43841.66,37808.77,0.0,0.0,0.0,0.0
1,2010-09-23,20.2,25.3,15.5,21.3,26.9,15.9,11.9,24.5,16.64,156,3.15,43676.72,40254.4,0.0,0.0,0.0,0.0
1,2010-09-24,18.4,22.2,16.0,19.4,22.3,17.0,13.9,33.8,7.77,129,1.5,43511.13,13410.43,6.9,0.0,13.0,6.9
1,2010-09-25,18.4,21.4,15.6,19.4,22.4,16.5,10.9,28.4,12.12,248,2.14,43344.8,34878.43,2.9,0.0,7.0,2.9
1,2010-09-26,17.2,20.2,13.8,16.5,20.1,13.7,20.2,41.4,12.81,195,2.48,43177.83,38624.52,0.8,0.0,1.0,0.8
1,2010-09-27,17.3,18.8,15.9,15.3,16.2,14.2,24.2,46.8,9.84,202,2.58,43010.34,28735.71,0.1,0.0,1.0,0.1
1,2010-09-28,17.2,19.6,15.1,16.4,18.0,14.5,17.0,33.8,11.24,189,2.22,42842.42,37557.51,0.1,0.0,1.0,0.1
1,2010-09-29,16.7,21.5,12.4,16.0,20.4,11.8,12.0,22.7,18.16,336,3.2,42674.2,38634.58,0.0,0.0,0.0,0.0
1,2010-09-30,16.6,21.0,11.0,16.4,21.0,10.3,12.5,24.8,15.59,190,2.7,42505.75,37064.34,0.0,0.0,0.0,0.0
1,2010-10-01,17.7,21.3,13.5,18.2,21.4,13.3,9.6,24.1,13.86,164,2.39,42337.21,33159.5,0.2,0.0,1.0,0.2
1,2010-10-02,18.3,23.1,13.0,19.2,24.0,13.0,7.9,18.4,15.12,167,2.68,42168.67,37279.04,0.0,0.0,0.0,0.0
1,2010-10-03,18.9,23.9,14.2,19.7,24.0,14.8,10.8,25.2,14.19,148,2.62,42000.25,36715.25,0.0,0.0,0.0,0.0
1,2010-10-04,20.1,24.5,15.1,19.8,23.3,14.8,21.4,44.6,13.4,134,3.07,41832.04,28480.91,0.1,0.0,1.0,0.1
1,2010-10-05,18.9,20.4,15.2,19.9,21.8,15.9,16.6,40.3,6.4,155,1.28,41664.17,16142.1,39.8,0.0,13.0,39.8
1,2010-10-06,18.3,23.4,14.4,18.9,23.8,14.8,10.0,19.4,15.87,11,2.82,41496.73,36255.69,0.0,0.0,0.0,0.0
1,2010-10-07,19.2,24.2,14.5,20.2,25.6,14.2,9.4,17.3,15.93,358,2.84,41329.84,36530.36,0.0,0.0,0.0,0.0
1,2010-10-08,18.6,22.7,14.3,20.0,24.4,14.8,10.8,23.8,12.04,210,2.14,41163.62,36262.71,1.8,0.0,8.0,1.8
1,2010-10-09,17.7,19.6,15.7,18.7,20.1,16.5,9.3,19.4,7.42,321,1.37,40998.16,30018.7,3.5,0.0,12.0,3.5
1,2010-10-10,17.2,21.0,13.8,17.0,21.1,14.1,8.7,15.8,11.64,88,2.18,40833.6,31145.86,0.4,0.0,1.0,0.4
1,2010-10-11,16.1,19.3,13.4,15.3,18.5,12.0,11.4,32.0,4.61,40,1.29,40670.04,5258.85,9.8,0.0,9.0,9.8
1,2010-10-12,18.1,22.9,14.2,18.3,23.2,13.6,9.5,21.6,11.88,50,2.19,40507.6,33873.04,1.1,0.0,5.0,1.1
1,2010-10-13,17.5,19.9,15.9,18.6,21.3,16.6,9.5,22.3,4.93,69,0.98,40346.18,3600.0,17.9,0.0,19.0,17.9
1,2010-10-14,16.7,20.3,13.4,17.0,21.1,13.1,10.0,18.7,10.63,355,1.88,40184.52,36000.0,1.3,0.0,6.0,1.3
1,2010-10-15,15.7,19.2,11.7,15.5,18.6,10.9,9.7,19.8,12.0,297,1.97,40022.54,36000.0,0.0,0.0,0.0,0.0
1,2010-10-16,15.9,18.3,13.3,15.6,17.4,12.9,12.3,24.1,9.67,157,1.66,39860.33,35984.19,3.0,0.0,12.0,3.0
1,2010-10-17,15.5,17.3,12.8,14.2,15.0,12.1,21.4,37.1,10.16,193,1.88,39698.04,35887.26,0.8,0.0,5.0,0.8
1,2010-10-18,14.6,17.9,11.8,12.9,15.9,10.5,18.7,33.1,8.16,14,1.94,39535.78,14750.96,0.0,0.0,0.0,0.0
1,2010-10-19,14.6,19.2,11.8,11.9,16.2,8.5,21.0,41.8,12.63,359,2.61,39373.69,34307.0,0.0,0.0,0.0,0.0
1,2010-10-20,14.3,18.3,9.3,13.3,17.2,8.1,17.4,32.0,7.83,168,1.5,39211.89,33406.69,0.0,0.0,0.0,0.0
1,2010-10-21,14.4,19.3,9.5,13.9,19.1,8.2,6.6,14.4,13.15,67,2.08,39050.52,35499.9,0.0,0.0,0.0,0.0
1,2010-10-22,14.5,18.9,10.9,13.8,17.9,9.8,9.5,20.9,9.56,112,1.69,38889.7,31726.61,0.0,0.0,0.0,0.0
1,2010-10-23,15.3,19.1,11.7,14.7,18.0,11.0,10.8,23.4,9.35,139,1.71,38729.59,35316.09,0.2,0.0,2.0,0.2
1,2010-10-24,15.6,18.3,14.0,15.3,17.9,13.7,13.7,26.6,8.18,152,1.37,38570.3,33779.78,2.5,0.0,9.0,2.5
1,2010-10-25,14.3,18.0,9.4,13.4,16.9,7.9,18.6,42.8,7.41,169,1.25,38412.0,21836.29,13.0,0.0,13.0,13.0
1,2010-10-26,11.9,15.7,8.9,10.0,14.3,7.1,15.9,31.0,9.4,27,1.66,38254.8,33610.55,2.1,0.0,8.0,2.1
1,2010-10-27,11.4,16.1,8.2,8.0,12.9,4.8,18.7,35.3,12.41,11,2.37,38098.89,34691.24,0.1,0.0,1.0,0.1
1,2010-10-28,10.9,16.1,6.3,8.8,14.3,3.4,10.8,19.4,12.92,16,1.95,37944.38,34527.32,0.0,0.0,0.0,0.0
1,2010-10-29,11.8,17.1,6.7,10.6,16.1,4.7,6.3,15.1,11.72,78,1.71,37791.43,34364.81,0.0,0.0,0.0,0.0
1,2010-10-30,13.2,17.8,7.6,11.7,16.0,5.5,15.2,32.0,10.54,134,1.8,37640.22,31537.39,0.0,0.0,0.0,0.0
1,2010-10-31,16.4,18.1,14.6,14.3,15.9,12.8,26.9,46.4,3.7,138,1.5,37490.88,1601.26,3.1,0.0,9.0,3.1
1,2010-11-01,16.4,18.1,14.2,15.3,16.8,14.1,24.5,59.0,3.06,128,0.93,37343.59,181.59,43.8,0.0,24.0,43.8
1,2010-11-02,14.7,18.1,11.3,14.1,18.0,10.6,13.8,32.8,8.61,129,1.4,37198.26,30832.46,4.1,0.0,6.0,4.1
1,2010-11-03,13.7,19.1,8.5,13.1,18.9,7.2,8.5,14.4,9.93,26,1.58,37053.54,32663.57,0.0,0.0,0.0,0.0
1,2010-11-04,14.3,20.6,9.3,13.5,20.2,7.4,9.2,18.7,11.54,41,1.82,36909.33,33422.58,0.0,0.0,0.0,0.0
1,2010-11-05,14.8,21.2,9.9,14.2,21.1,8.3,8.3,15.8,11.2,28,1.82,36765.77,33268.39,0.0,0.0,0.0,0.0
1,2010-11-06,14.4,20.3,8.6,14.1,20.4,7.1,5.9,14.0,11.09,30,1.73,36623.02,33114.82,0.0,0.0,0.0,0.0
1,2010-11-07,14.0,17.3,10.3,13.1,16.0,9.3,15.5,33.5,7.47,153,1.22,36481.22,31436.47,3.0,0.0,11.0,3.0
1,2010-11-08,13.1,14.5,11.1,11.1,13.1,8.5,19.4,39.2,3.62,199,0.97,36340.54,6165.9,13.3,0.0,18.0,13.3
1,2010-11-09,13.7,15.7,11.4,12.1,13.7,9.7,20.9,45.0,3.57,178,0.71,36201.14,12800.77,20.6,0.0,24.0,20.6
1,2010-11-10,14.3,17.0,11.5,12.8,14.6,10.3,23.7,47.9,8.31,204,1.34,36063.18,29770.42,18.8,0.0,17.0,18.8
1,2010-11-11,12.3,15.1,9.3,11.7,14.9,8.0,7.9,23.4,6.68,135,0.97,35926.81,24436.36,8.4,0.0,14.0,8.4
1,2010-11-12,11.6,15.7,6.1,10.4,14.8,4.1,6.9,18.0,6.43,104,1.0,35792.22,26055.31,0.0,0.0,0.0,0.0
1,2010-11-13,13.6,17.6,9.8,13.1,17.3,8.3,8.4,18.4,7.84,137,1.21,35659.59,30799.69,0.0,0.0,0.0,0.0
1,2010-11-14,14.7,18.2,12.7,14.8,18.1,12.6,7.2,16.6,8.37,130,1.28,35529.07,29229.58,0.0,0.0,0.0,0.0
1,2010-11-15,14.8,17.9,11.9,14.2,16.8,11.4,14.6,28.8,6.25,138,1.1,35400.85,26565.23,0.0,0.0,0.0,0.0
1,2010-11-16,13.2,15.0,10.4,11.9,14.0,9.4,16.0,35.3,2.75,161,0.68,35275.12,605.27,14.9,0.0,22.0,14.9
1,2010-11-17,11.3,14.5,8.1,9.9,13.3,6.6,9.4,21.6,7.34,54,1.07,35152.06,30003.21,0.4,0.0,4.0,0.4
1,2010-11-18,10.9,13.6,7.2,9.3,11.8,5.2,16.0,29.9,3.58,132,0.62,35031.86,11105.01,14.9,0.0,16.0,14.9
1,2010-11-19,12.0,14.9,9.5,10.8,13.0,8.7,13.3,29.9,7.08,167,1.08,34914.71,28829.89,2.5,0.0,7.0,2.5
1,2010-11-20,12.0,14.3,10.2,10.5,12.8,8.5,10.9,27.0,4.92,106,0.85,34800.8,10731.44,3.5,0.0,11.0,3.5
1,2010-11-21,13.6,15.6,10.8,11.5,13.3,9.0,24.8,51.5,3.54,163,0.71,34690.35,11926.56,26.1,0.0,21.0,26.1
1,2010-11-22,11.8,14.2,9.0,10.6,12.7,7.3,12.1,35.6,4.72,150,0.75,34583.3,17714.18,22.9,0.0,24.0,22.9
1,2010-11-23,9.6,12.3,7.5,8.6,11.9,5.9,6.4,24.8,6.49,120,0.84,34478.5,28843.4,7.7,0.0,15.0,7.7
1,2010-11-24,8.2,11.6,5.1,6.3,9.8,3.2,8.2,18.0,7.73,65,1.0,34375.82,29198.7,0.8,0.0,2.0,0.8
1,2010-11-25,7.4,10.7,4.1,5.5,8.8,1.9,9.4,27.0,6.54,123,0.83,34275.43,28620.53,1.2,0.0,6.0,1.2
1,2010-11-26,8.6,11.8,5.6,5.4,8.4,3.5,27.4,53.3,5.92,219,1.22,34177.43,20019.55,12.1,0.0,12.0,12.1
1,2010-11-27,8.6,11.6,5.2,5.9,8.5,2.8,12.3,19.4,7.78,117,1.24,34081.97,28915.84,0.0,0.0,0.0,0.0
1,2010-11-28,11.8,16.0,6.6,9.4,13.8,3.2,25.3,50.8,2.75,148,0.68,33989.2,4940.5,27.3,0.0,21.0,27.3
1,2010-11-29,10.3,12.3,7.9,7.8,9.0,6.3,24.3,44.6,6.44,214,1.22,33899.23,26719.4,3.3,0.0,6.0,3.3
1,2010-11-30,11.0,13.8,7.1,9.3,12.8,4.0,14.3,27.0,1.49,86,0.4,33812.23,0.0,16.4,0.0,24.0,16.4
1,2010-12-01,14.0,16.8,10.8,12.0,15.1,8.9,24.1,55.4,4.06,188,0.87,33728.33,15804.17,15.7,0.0,17.0,15.7
1,2010-12-02,11.1,12.9,9.9,8.6,9.5,7.7,20.6,36.7,6.52,198,1.14,33647.67,26103.38,11.9,0.0,14.0,11.9
1,2010-12-03,9.0,10.8,6.1,7.0,9.2,3.7,13.9,39.6,5.44,217,0.74,33570.4,28376.47,8.7,0.0,16.0,8.7
1,2010-12-04,6.3,8.2,2.7,4.0,6.2,-0.6,10.7,25.6,5.76,298,0.71,33496.65,28283.54,1.4,0.0,6.0,1.4
1,2010-12-05,5.0,8.9,-0.6,1.9,5.9,-4.0,11.7,24.1,7.86,106,1.1,33426.58,28310.19,0.0,0.0,0.0,0.0
1,2010-12-06,11.6,13.6,8.2,8.5,10.9,4.4,23.1,43.9,2.84,145,0.97,33360.32,10800.0,1.9,0.0,3.0,1.9
1,2010-12-07,14.1,16.4,12.5,11.9,14.4,10.1,25.6,46.8,5.88,144,1.03,33298.03,28800.0,0.0,0.0,0.0,0.0
1,2010-12-08,14.1,17.4,12.2,12.8,16.1,10.5,15.3,35.3,4.31,139,0.88,33239.85,15909.18,1.2,0.0,5.0,1.2
1,2010-12-09,13.2,16.3,9.6,12.4,15.8,7.1,14.8,28.8,4.78,171,0.73,33185.91,28116.22,0.0,0.0,0.0,0.0
1,2010-12-10,7.4,10.5,4.0,3.5,6.2,-0.2,16.6,32.8,8.44,5,1.6,33136.37,28845.68,0.0,0.0,0.0,0.0
1,2010-12-11,4.2,9.1,-0.3,1.0,6.4,-3.9,9.6,17.6,7.68,73,0.96,33091.37,28800.0,0.0,0.0,0.0,0.0
1,2010-12-12,6.6,10.2,2.9,4.1,8.0,-0.1,10.5,19.8,2.9,79,0.53,33050.94,8493.1,0.5,0.0,4.0,0.5
1,2010-12-13,5.8,10.3,2.1,2.1,7.1,-1.9,14.5,29.2,8.21,22,1.24,33014.57,28787.25,0.0,0.0,0.0,0.0
1,2010-12-14,2.2,6.9,-0.9,-1.8,2.9,-5.3,12.2,22.0,8.16,29,1.09,32982.17,28741.73,0.0,0.0,0.0,0.0
1,2010-12-15,0.7,5.3,-2.7,-3.5,1.4,-7.0,11.4,25.2,8.42,43,1.03,32953.78,28741.54,0.0,0.0,0.0,0.0
1,2010-12-16,-0.2,4.0,-2.9,-5.1,-1.2,-7.8,16.2,33.5,8.23,16,1.15,32929.4,28655.58,0.0,0.0,0.0,0.0
1,2010-12-17,0.7,7.4,-4.9,-3.5,3.7,-9.0,18.7,47.2,3.6,119,0.58,32909.06,11485.26,18.2,2.87,12.0,14.1
1,2010-12-18,5.2,8.2,0.1,2.8,5.8,-3.1,19.4,44.3,6.14,272,0.73,32892.77,25200.76,12.1,0.0,14.0,12.1
1,2010-12-19,4.2,9.3,-1.1,0.9,6.1,-5.3,10.8,20.5,6.07,74,0.91,32880.54,21289.44,0.8,0.0,4.0,0.8
1,2010-12-20,10.0,14.5,7.0,8.7,14.0,5.3,10.1,20.5,4.95,104,0.72,32872.38,27544.81,2.5,0.0,5.0,2.5
1,2010-12-21,10.1,14.3,6.2,8.4,12.4,4.1,12.1,25.6,5.9,122,0.88,32868.31,23394.74,0.0,0.0,0.0,0.0
1,2010-12-22,12.2,13.4,10.5,10.0,11.6,8.3,17.9,34.9,2.03,125,0.6,32868.32,0.0,3.3,0.0,8.0,3.3
1,2010-12-23,14.4,16.9,12.2,11.5,14.4,9.9,27.5,55.4,6.78,140,1.53,32872.43,27879.62,12.0,0.0,9.0,12.0
1,2010-12-24,11.4,12.3,10.0,9.3,10.2,7.3,21.2,37.1,3.65,180,0.57,32880.63,16572.67,20.3,0.0,22.0,20.3
1,2010-12-25,8.5,9.9,6.4,5.3,7.5,4.0,19.4,37.4,3.01,199,0.75,32892.93,13092.93,3.6,0.0,21.0,3.6
1,2010-12-26,6.1,9.2,3.2,3.6,6.5,-0.1,10.3,18.4,5.5,93,0.7,32909.32,22178.9,0.9,0.0,4.0,0.9
1,2010-12-27,3.6,7.1,0.9,-0.0,3.9,-2.6,12.3,24.8,4.36,25,0.7,32929.8,23774.47,0.0,0.0,0.0,0.0
1,2010-12-28,2.7,7.9,-0.9,-0.3,5.6,-4.5,7.4,15.8,7.68,46,0.82,32954.37,28527.07,0.0,0.0,0.0,0.0
1,2010-12-29,2.6,8.3,-1.2,-0.3,5.5,-4.6,5.9,12.6,7.55,58,0.83,32983.01,28600.67,0.0,0.0,0.0,0.0
1,2010-12-30,4.0,10.1,-0.4,1.2,7.7,-3.6,7.1,13.3,7.21,62,0.88,33015.72,28517.71,0.0,0.0,0.0,0.0
1,2010-12-31,5.9,9.0,2.5,3.2,6.7,-0.8,8.7,17.3,1.99,53,0.48,33052.48,0.0,0.0,0.0,0.0,0.0
1,2011-01-01,7.2,12.0,3.9,5.2,10.8,1.3,6.7,13.0,5.72,57,0.77,33093.38,28219.82,0.0,0.0,0.0,0.0
1,2011-01-02,7.1,11.3,4.0,5.3,10.3,1.6,5.6,10.8,5.08,63,0.67,33138.84,28429.04,0.0,0.0,0.0,0.0
1,2011-01-03,6.8,11.1,4.2,4.1,8.3,1.2,10.8,22.3,6.81,36,0.95,33188.85,27329.17,0.0,0.0,0.0,0.0
1,2011-01-04,5.1,7.1,3.4,2.4,4.9,0.3,8.4,15.5,2.08,65,0.46,33243.25,1340.67,0.6,0.0,4.0,0.6
1,2011-01-05,5.7,9.5,2.8,3.2,6.9,0.0,9.4,16.6,4.09,88,0.61,33301.91,17963.58,0.2,0.0,2.0,0.2
1,2011-01-06,7.4,11.8,2.5,4.8,9.4,-0.6,14.3,27.4,5.17,116,0.8,33364.7,24563.84,0.0,0.0,0.0,0.0
1,2011-01-07,10.8,13.9,8.8,8.6,11.3,6.5,17.7,38.2,5.04,129,0.88,33431.46,18845.98,0.0,0.0,0.0,0.0
1,2011-01-08,10.1,14.1,7.1,7.9,12.0,4.8,15.7,29.9,6.55,126,1.01,33502.08,27793.53,0.0,0.0,0.0,0.0
1,2011-01-09,9.9,15.3,5.6,8.1,13.9,3.2,9.7,20.2,8.1,116,1.12,33576.39,29664.75,0.0,0.0,0.0,0.0
1,2011-01-10,10.7,15.3,7.5,8.9,13.3,5.3,11.4,19.1,7.36,136,1.13,33654.27,26324.65,2.8,0.0,4.0,2.8
1,2011-01-11,8.9,12.0,5.1,7.7,11.7,2.8,7.6,18.4,3.92,124,0.53,33735.57,18567.93,5.4,0.0,16.0,5.4
1,2011-01-12,7.9,13.1,3.6,5.7,11.4,1.0,9.4,18.7,8.69,39,1.08,33820.16,30048.15,0.7,0.0,4.0,0.7
1,2011-01-13,6.2,11.9,1.4,4.0,10.2,-1.5,6.0,14.4,8.51,37,1.03,33907.91,30145.55,0.0,0.0,0.0,0.0
1,2011-01-14,6.7,12.4,1.6,5.0,11.2,-0.9,5.0,12.2,8.18,58,1.0,33998.66,30246.19,0.0,0.0,0.0,0.0
1,2011-01-15,8.0,12.4,4.6,6.4,11.4,2.4,8.3,17.6,4.37,54,0.66,34092.28,17214.81,0.0,0.0,0.0,0.0
1,2011-01-16,7.3,14.5,2.4,5.4,13.3,-0.3,6.3,13.0,8.94,45,1.14,34188.65,30456.48,0.0,0.0,0.0,0.0
1,2011-01-17,7.3,13.5,1.8,5.5,12.4,-0.7,5.8,12.6,8.0,18,1.04,34287.63,28612.16,0.0,0.0,0.0,0.0
1,2011-01-18,7.0,12.1,2.8,5.3,10.5,0.6,5.8,13.3,9.14,354,1.11,34389.09,30677.75,0.0,0.0,0.0,0.0
1,2011-01-19,6.7,11.4,1.7,4.9,9.9,-0.8,5.0,10.1,7.1,112,0.89,34492.89,29572.36,0.6,0.0,3.0,0.6
1,2011-01-20,7.7,10.7,4.3,5.9,9.6,1.3,9.7,20.2,2.85,90,0.46,34598.91,5710.72,12.5,0.0,24.0,12.5
1,2011-01-21,5.5,9.0,2.8,2.8,6.7,-0.1,10.6,29.5,6.13,41,0.74,34707.25,25966.1,7.2,0.0,22.0,7.2
1,2011-01-22,3.3,4.4,2.0,-0.5,0.8,-2.3,17.3,40.0,2.1,4,0.38,34819.07,0.0,11.9,0.0,24.0,11.9
1,2011-01-23,4.0,7.7,0.5,0.8,5.4,-3.0,15.1,32.0,7.51,12,0.91,34934.39,28853.68,0.0,0.0,0.0,0.0
1,2011-01-24,3.4,8.2,-0.5,0.3,5.6,-3.7,9.5,16.9,10.05,28,1.12,35053.01,31407.39,0.0,0.0,0.0,0.0
1,2011-01-25,2.9,8.6,-1.3,-0.1,5.9,-4.8,7.5,16.2,9.91,94,1.13,35174.74,31503.61,0.0,0.0,0.0,0.0
1,2011-01-26,4.6,9.0,0.5,1.6,5.6,-2.8,14.8,26.3,7.89,115,0.96,35299.38,30313.71,2.1,0.0,9.0,2.1
1,2011-01-27,5.9,11.8,1.2,2.8,8.6,-2.1,12.0,20.9,9.36,41,1.36,35426.74,31667.18,0.0,0.0,0.0,0.0
1,2011-01-28,7.0,11.7,3.1,4.5,10.3,-0.6,11.4,20.9,6.18,35,0.93,35556.63,21568.45,0.7,0.0,4.0,0.7
1,2011-01-29,8.2,12.6,5.6,5.8,10.5,2.7,11.3,20.9,8.18,59,1.18,35688.87,28782.05,1.6,0.0,4.0,1.6
1,2011-01-30,7.9,11.5,3.9,5.7,9.8,1.4,12.0,27.4,6.26,101,0.91,35823.27,23984.25,7.5,0.0,12.0,7.5
1,2011-01-31,6.5,12.2,1.8,4.2,10.8,-1.3,8.4,16.6,10.0,52,1.24,35959.66,32000.07,0.0,0.0,0.0,0.0
1,2011-02-01,6.9,12.7,2.8,3.8,9.9,-0.7,12.8,29.2,8.72,47,1.31,36097.86,24512.92,0.0,0.0,0.0,0.0
1,2011-02-02,6.8,12.8,2.8,3.9,10.2,-0.3,11.7,21.6,10.09,36,1.4,36237.7,32167.64,0.0,0.0,0.0,0.0
1,2011-02-03,5.2,12.2,0.1,1.2,8.0,-4.3,15.8,30.6,11.66,28,1.71,36379.02,32353.12,0.0,0.0,0.0,0.0
1,2011-02-04,5.5,13.6,-0.2,2.1,10.8,-4.2,11.8,26.3,11.51,36,1.65,36521.64,32439.93,0.0,0.0,0.0,0.0
1,2011-02-05,6.0,13.9,-0.1,3.4,11.6,-3.5,7.7,15.1,11.65,34,1.55,36665.4,32574.74,0.0,0.0,0.0,0.0
1,2011-02-06,6.7,15.5,0.2,4.4,14.1,-3.2,7.2,16.2,11.99,32,1.62,36810.16,32653.38,0.0,0.0,0.0,0.0
1,2011-02-07,7.6,17.0,0.5,5.5,15.5,-2.6,6.1,14.8,12.2,38,1.71,36955.75,32740.59,0.0,0.0,0.0,0.0
1,2011-02-08,7.0,14.9,-0.2,4.7,13.1,-3.4,5.8,13.7,12.43,39,1.67,37102.02,32835.98,0.0,0.0,0.0,0.0
1,2011-02-09,6.6,14.6,-0.4,4.4,12.7,-3.4,5.1,13.7,12.49,18,1.66,37248.83,32943.58,0.0,0.0,0.0,0.0
1,2011-02-10,6.6,13.2,-0.2,4.6,11.5,-3.2,6.6,13.0,12.3,338,1.59,37396.27,32957.1,0.0,0.0,0.0,0.0
1,2011-02-11,6.9,11.1,1.7,4.9,9.1,-0.8,7.3,15.5,9.76,282,1.28,37545.73,31485.88,0.0,0.0,0.0,0.0
1,2011-02-12,8.2,11.6,2.9,6.4,9.4,0.6,6.9,16.2,9.14,269,1.26,37697.3,24863.19,0.0,0.0,0.0,0.0
1,2011-02-13,7.7,11.7,4.0,5.9,9.6,1.8,7.4,16.9,7.51,129,1.06,37850.82,30029.51,0.0,0.0,0.0,0.0
1,2011-02-14,7.8,13.0,3.1,5.8,11.1,0.3,7.9,14.8,11.56,71,1.56,38006.1,33340.76,0.0,0.0,0.0,0.0
1,2011-02-15,7.4,12.5,1.2,4.8,10.3,-1.6,14.7,27.4,10.2,138,1.45,38163.0,33694.3,0.0,0.0,0.0,0.0
1,2011-02-16,9.5,11.2,8.4,6.7,8.9,5.0,22.6,49.3,2.1,155,0.54,38321.35,556.87,30.6,0.0,22.0,30.6
1,2011-02-17,10.1,13.1,7.0,7.8,10.6,4.6,18.4,42.1,7.24,136,1.14,38481.0,26254.13,3.2,0.0,10.0,3.2
1,2011-02-18,9.8,15.5,5.9,6.9,12.7,3.1,16.0,30.6,10.05,19,1.68,38641.8,30732.18,0.3,0.0,2.0,0.3
1,2011-02-19,9.0,14.3,4.9,5.7,10.6,1.7,17.9,35.3,13.95,2,2.01,38803.6,34835.48,0.0,0.0,0.0,0.0
1,2011-02-20,8.4,13.0,3.7,6.0,10.5,0.8,14.8,31.3,8.1,147,1.26,38966.24,19917.94,9.7,0.0,9.0,9.7
1,2011-02-21,8.7,12.2,4.5,6.1,8.7,1.5,15.6,34.6,10.35,1,1.54,39129.6,33147.52,3.2,0.0,8.0,3.2
1,2011-02-22,6.6,11.4,1.2,4.1,9.0,-1.9,8.5,19.1,13.23,74,1.64,39293.53,34557.68,0.1,0.0,1.0,0.1
1,2011-02-23,5.2,10.6,0.7,0.3,5.5,-5.2,24.2,47.9,14.49,13,2.18,39457.88,36027.6,0.2,0.0,1.0,0.2
1,2011-02-24,2.7,7.8,-1.0,-3.4,1.0,-7.1,29.4,54.4,15.62,5,2.34,39622.53,36291.93,0.0,0.0,0.0,0.0
